comment,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
"Harusnya di larang smaa negara
Negara diam saja
Kayak tidak ada guna","Harusnya di larang smaa negara
Negara diam saja
Kayak tidak ada guna","harusnya di larang smaa negara
negara diam saja
kayak tidak ada guna",harusnya di larang smaa negara negara diam saja kayak tidak ada guna,"['harusnya', 'di', 'larang', 'smaa', 'negara', 'negara', 'diam', 'saja', 'kayak', 'tidak', 'ada', 'guna']","['larang', 'smaa', 'negara', 'negara', 'diam', 'kayak']",larang smaa negara negara diam kayak
"dah dari 2023, hebohnya baru sekarang 🤣🤣🤣",dah dari  hebohnya baru sekarang ,dah dari  hebohnya baru sekarang ,sudah dari hebohnya baru sekarang,"['sudah', 'dari', 'hebohnya', 'baru', 'sekarang']",['hebohnya'],heboh
Yg begini mesti di perbanyak app nya biar masyarakat indo merasa terbantu,Yg begini mesti di perbanyak app nya biar masyarakat indo merasa terbantu,yg begini mesti di perbanyak app nya biar masyarakat indo merasa terbantu,yang begini mesti di perbanyak app ya biar masyarakat indonesia merasa terbantu,"['yang', 'begini', 'mesti', 'di', 'perbanyak', 'app', 'ya', 'biar', 'masyarakat', 'indonesia', 'merasa', 'terbantu']","['mesti', 'perbanyak', 'app', 'ya', 'biar', 'masyarakat', 'indonesia', 'terbantu']",mesti banyak app ya biar masyarakat indonesia bantu
"Tidak ada data online yg aman di dunia.
Mas ruby harusnya lebih paham dgn hal itu. Anda sudah pro dalam hal dunia digital.","Tidak ada data online yg aman di dunia
Mas ruby harusnya lebih paham dgn hal itu Anda sudah pro dalam hal dunia digital","tidak ada data online yg aman di dunia
mas ruby harusnya lebih paham dgn hal itu anda sudah pro dalam hal dunia digital",tidak ada data online yang aman di dunia mas ruby harusnya lebih paham dengan hal itu anda sudah pro dalam hal dunia digital,"['tidak', 'ada', 'data', 'online', 'yang', 'aman', 'di', 'dunia', 'mas', 'ruby', 'harusnya', 'lebih', 'paham', 'dengan', 'hal', 'itu', 'anda', 'sudah', 'pro', 'dalam', 'hal', 'dunia', 'digital']","['data', 'online', 'aman', 'dunia', 'mas', 'ruby', 'paham', 'pro', 'dunia', 'digital']",data online aman dunia mas ruby paham pro dunia digital
pakarnya digital aja ngomongnya empuk mungkin disogok dri pihak aplikator.,pakarnya digital aja ngomongnya empuk mungkin disogok dri pihak aplikator,pakarnya digital aja ngomongnya empuk mungkin disogok dri pihak aplikator,pakarnya digital saja mengomongnya empuk mungkin disogok dari pihak aplikator,"['pakarnya', 'digital', 'saja', 'mengomongnya', 'empuk', 'mungkin', 'disogok', 'dari', 'pihak', 'aplikator']","['pakarnya', 'digital', 'mengomongnya', 'empuk', 'disogok', 'aplikator']",pakar digital omong empuk sogok aplikator
"Sebenarnya banyak warga yg  tergolong ekonomi menengah.
BUKAN KARENA BENAR MISKIN
TAPI
PENYAKIT ""MENTAL MISKIN"" SEDANG MELANDA BANGSA INDONESIA.
ADA YG SALAH dengan  ""main set"" Masyarakat Indonesia.
WASPADA","Sebenarnya banyak warga yg  tergolong ekonomi menengah
BUKAN KARENA BENAR MISKIN
TAPI
PENYAKIT MENTAL MISKIN SEDANG MELANDA BANGSA INDONESIA
ADA YG SALAH dengan  main set Masyarakat Indonesia
WASPADA","sebenarnya banyak warga yg  tergolong ekonomi menengah
bukan karena benar miskin
tapi
penyakit mental miskin sedang melanda bangsa indonesia
ada yg salah dengan  main set masyarakat indonesia
waspada",sebenarnya banyak warga yang tergolong ekonomi menengah bukan karena benar miskin tapi penyakit mental miskin sedang melanda bangsa indonesia ada yang salah dengan main set masyarakat indonesia waspada,"['sebenarnya', 'banyak', 'warga', 'yang', 'tergolong', 'ekonomi', 'menengah', 'bukan', 'karena', 'benar', 'miskin', 'tapi', 'penyakit', 'mental', 'miskin', 'sedang', 'melanda', 'bangsa', 'indonesia', 'ada', 'yang', 'salah', 'dengan', 'main', 'set', 'masyarakat', 'indonesia', 'waspada']","['warga', 'tergolong', 'ekonomi', 'menengah', 'miskin', 'penyakit', 'mental', 'miskin', 'melanda', 'bangsa', 'indonesia', 'salah', 'main', 'set', 'masyarakat', 'indonesia', 'waspada']",warga golong ekonomi tengah miskin sakit mental miskin landa bangsa indonesia salah main set masyarakat indonesia waspada
"Ini koinnya sam altman CEO Open Ai...
Bukan hanya di Indonesia ini juga ada di singapura, india dll","Ini koinnya sam altman CEO Open Ai
Bukan hanya di Indonesia ini juga ada di singapura india dll","ini koinnya sam altman ceo open ai
bukan hanya di indonesia ini juga ada di singapura india dll",ini koinnya sama altman ceo open ai bukan hanya di indonesia ini juga ada di singapura india dll,"['ini', 'koinnya', 'sama', 'altman', 'ceo', 'open', 'ai', 'bukan', 'hanya', 'di', 'indonesia', 'ini', 'juga', 'ada', 'di', 'singapura', 'india', 'dll']","['koinnya', 'altman', 'ceo', 'open', 'ai', 'indonesia', 'singapura', 'india', 'dll']",koin altman ceo open ai indonesia singapura india dll
Ini bukti susah lapangan pekerjaan,Ini bukti susah lapangan pekerjaan,ini bukti susah lapangan pekerjaan,ini bukti susah lapangan pekerjaan,"['ini', 'bukti', 'susah', 'lapangan', 'pekerjaan']","['bukti', 'susah', 'lapangan', 'pekerjaan']",bukti susah lapang kerja
Gak beda jauhlah dgn program presiden jkw waktu itu di kasih BANSOS tp di arahkan dan di suruh nyoblos 02😂,Gak beda jauhlah dgn program presiden jkw waktu itu di kasih BANSOS tp di arahkan dan di suruh nyoblos ,gak beda jauhlah dgn program presiden jkw waktu itu di kasih bansos tp di arahkan dan di suruh nyoblos ,tidak beda jauhlah dengan program presiden jkw waktu itu di kasih bansos tapi di arahkan dan di suruh nyoblos,"['tidak', 'beda', 'jauhlah', 'dengan', 'program', 'presiden', 'jkw', 'waktu', 'itu', 'di', 'kasih', 'bansos', 'tapi', 'di', 'arahkan', 'dan', 'di', 'suruh', 'nyoblos']","['beda', 'jauhlah', 'program', 'presiden', 'jkw', 'kasih', 'bansos', 'arahkan', 'suruh', 'nyoblos']",beda jauh program presiden jkw kasih bansos arah suruh nyoblos
"Kenapa harus make mata??? 
Kalau cuma download aplikasi saja baru deh","Kenapa harus make mata 
Kalau cuma download aplikasi saja baru deh","kenapa harus make mata 
kalau cuma download aplikasi saja baru deh",kenapa harus memakai mata kalau cuma download aplikasi saja baru deh,"['kenapa', 'harus', 'memakai', 'mata', 'kalau', 'cuma', 'download', 'aplikasi', 'saja', 'baru', 'deh']","['memakai', 'mata', 'download', 'aplikasi', 'deh']",pakai mata download aplikasi deh
Data kita itu sudah ada semua di dukcapil pas pilpres pilgub piliek flu hidung meler + batuk,Data kita itu sudah ada semua di dukcapil pas pilpres pilgub piliek flu hidung meler  batuk,data kita itu sudah ada semua di dukcapil pas pilpres pilgub piliek flu hidung meler  batuk,data kita itu sudah ada semua di dukcapil pas pilpres pilgub piliek flu hidung meler batuk,"['data', 'kita', 'itu', 'sudah', 'ada', 'semua', 'di', 'dukcapil', 'pas', 'pilpres', 'pilgub', 'piliek', 'flu', 'hidung', 'meler', 'batuk']","['data', 'dukcapil', 'pas', 'pilpres', 'pilgub', 'piliek', 'flu', 'hidung', 'meler', 'batuk']",data dukcapil pas pilpres pilgub piliek flu hidung meler batuk
"D kSh cerdas milihny makan shrsy smbil joget ok gas ok gas dong,,,org low otaky isiny cma makan fikk g bsa mikir",D kSh cerdas milihny makan shrsy smbil joget ok gas ok gas dongorg low otaky isiny cma makan fikk g bsa mikir,d ksh cerdas milihny makan shrsy smbil joget ok gas ok gas dongorg low otaky isiny cma makan fikk g bsa mikir,di kasih cerdas milihny makan shrsy sambil joget ok gas ok gas dongorg low otaky isiny cuma makan fikk tidak bisa mikir,"['di', 'kasih', 'cerdas', 'milihny', 'makan', 'shrsy', 'sambil', 'joget', 'ok', 'gas', 'ok', 'gas', 'dongorg', 'low', 'otaky', 'isiny', 'cuma', 'makan', 'fikk', 'tidak', 'bisa', 'mikir']","['kasih', 'cerdas', 'milihny', 'makan', 'shrsy', 'joget', 'ok', 'gas', 'ok', 'gas', 'dongorg', 'low', 'otaky', 'isiny', 'makan', 'fikk', 'mikir']",kasih cerdas milihny makan shrsy joget ok gas ok gas dongorg low otaky isiny makan fikk mikir
"Bodoh atau gimana ya?? mudah bangett tergiur dengan gratisan,,instant (gak mau kerja).",Bodoh atau gimana ya mudah bangett tergiur dengan gratisaninstant gak mau kerja,bodoh atau gimana ya mudah bangett tergiur dengan gratisaninstant gak mau kerja,bodoh atau bagaimana ya mudah banget tergiur dengan gratisaninstant tidak mau kerja,"['bodoh', 'atau', 'bagaimana', 'ya', 'mudah', 'banget', 'tergiur', 'dengan', 'gratisaninstant', 'tidak', 'mau', 'kerja']","['bodoh', 'ya', 'mudah', 'banget', 'tergiur', 'gratisaninstant', 'kerja']",bodoh ya mudah banget giur gratisaninstant kerja
Bukti pemerintah gagal mensejahterakan rakyatnya,Bukti pemerintah gagal mensejahterakan rakyatnya,bukti pemerintah gagal mensejahterakan rakyatnya,bukti pemerintah gagal mensejahterakan rakyatnya,"['bukti', 'pemerintah', 'gagal', 'mensejahterakan', 'rakyatnya']","['bukti', 'pemerintah', 'gagal', 'mensejahterakan', 'rakyatnya']",bukti perintah gagal sejahtera rakyat
"Negara gagal, rakyatnya pun terjual seperti jaman kolonial Belanda, rakyat jawanya dijual rajanya sendiri",Negara gagal rakyatnya pun terjual seperti jaman kolonial Belanda rakyat jawanya dijual rajanya sendiri,negara gagal rakyatnya pun terjual seperti jaman kolonial belanda rakyat jawanya dijual rajanya sendiri,negara gagal rakyatnya pun terjual seperti jaman kolonial belanda rakyat jawanya dijual rajanya sendiri,"['negara', 'gagal', 'rakyatnya', 'pun', 'terjual', 'seperti', 'jaman', 'kolonial', 'belanda', 'rakyat', 'jawanya', 'dijual', 'rajanya', 'sendiri']","['negara', 'gagal', 'rakyatnya', 'terjual', 'jaman', 'kolonial', 'belanda', 'rakyat', 'jawanya', 'dijual', 'rajanya']",negara gagal rakyat jual jaman kolonial belanda rakyat jawanya jual raja
"Airdrop kinto,privasea juga sama seperti ini",Airdrop kintoprivasea juga sama seperti ini,airdrop kintoprivasea juga sama seperti ini,airdrop kintoprivasea juga sama seperti ini,"['airdrop', 'kintoprivasea', 'juga', 'sama', 'seperti', 'ini']","['airdrop', 'kintoprivasea']",airdrop kintoprivasea
"Itu data diri loh,.koq mau dijual hanya dengan beberapa ratus ribu",Itu data diri lohkoq mau dijual hanya dengan beberapa ratus ribu,itu data diri lohkoq mau dijual hanya dengan beberapa ratus ribu,itu data diri lohkoq mau dijual hanya dengan beberapa ratus ribu,"['itu', 'data', 'diri', 'lohkoq', 'mau', 'dijual', 'hanya', 'dengan', 'beberapa', 'ratus', 'ribu']","['data', 'lohkoq', 'dijual', 'ratus', 'ribu']",data lohkoq jual ratus ribu
"Lama"" ginjal y di tuker duwit",Lama ginjal y di tuker duwit,lama ginjal y di tuker duwit,lama ginjal ya di tuker duwit,"['lama', 'ginjal', 'ya', 'di', 'tuker', 'duwit']","['ginjal', 'ya', 'tuker', 'duwit']",ginjal ya tuker duwit
World coin,World coin,world coin,world coin,"['world', 'coin']","['world', 'coin']",world coin
Ini adalah jalan menuju Indonesia Hancur tinggal nama .sesuai prediksi Prabowo.,Ini adalah jalan menuju Indonesia Hancur tinggal nama sesuai prediksi Prabowo,ini adalah jalan menuju indonesia hancur tinggal nama sesuai prediksi prabowo,ini adalah jalan menuju indonesia hancur tinggal nama sesuai prediksi prabowo,"['ini', 'adalah', 'jalan', 'menuju', 'indonesia', 'hancur', 'tinggal', 'nama', 'sesuai', 'prediksi', 'prabowo']","['jalan', 'indonesia', 'hancur', 'tinggal', 'nama', 'sesuai', 'prediksi', 'prabowo']",jalan indonesia hancur tinggal nama sesuai prediksi prabowo
Dapat nominal brp sih??? Apakh dpt setiap bulan???  Serius nanya.😅,Dapat nominal brp sih Apakh dpt setiap bulan  Serius nanya,dapat nominal brp sih apakh dpt setiap bulan  serius nanya,dapat nominal berapa sih apakh dapat setiap bulan serius bertanya,"['dapat', 'nominal', 'berapa', 'sih', 'apakh', 'dapat', 'setiap', 'bulan', 'serius', 'bertanya']","['nominal', 'sih', 'apakh', 'serius']",nominal sih apakh serius
Kita tidak sadar kita dijebak oleh teknologi asing data kita dikasi kepihak asing AI itulah Intel lezjen asing itu ada udang dibalik batu kita tidak tau kita akan dikendalikan dan diperbudak.,Kita tidak sadar kita dijebak oleh teknologi asing data kita dikasi kepihak asing AI itulah Intel lezjen asing itu ada udang dibalik batu kita tidak tau kita akan dikendalikan dan diperbudak,kita tidak sadar kita dijebak oleh teknologi asing data kita dikasi kepihak asing ai itulah intel lezjen asing itu ada udang dibalik batu kita tidak tau kita akan dikendalikan dan diperbudak,kita tidak sadar kita dijebak oleh teknologi asing data kita dikasi kepihak asing ai itulah intel lezjen asing itu ada udang dibalik batu kita tidak tau kita akan dikendalikan dan diperbudak,"['kita', 'tidak', 'sadar', 'kita', 'dijebak', 'oleh', 'teknologi', 'asing', 'data', 'kita', 'dikasi', 'kepihak', 'asing', 'ai', 'itulah', 'intel', 'lezjen', 'asing', 'itu', 'ada', 'udang', 'dibalik', 'batu', 'kita', 'tidak', 'tau', 'kita', 'akan', 'dikendalikan', 'dan', 'diperbudak']","['sadar', 'dijebak', 'teknologi', 'asing', 'data', 'dikasi', 'kepihak', 'asing', 'ai', 'intel', 'lezjen', 'asing', 'udang', 'dibalik', 'batu', 'tau', 'dikendalikan', 'diperbudak']",sadar jebak teknologi asing data kasi pihak asing ai intel lezjen asing udang balik batu tau kendali budak
"Kebiasaan kaum bansos. 
Klo orang normal pasti curiga.","Kebiasaan kaum bansos 
Klo orang normal pasti curiga","kebiasaan kaum bansos 
klo orang normal pasti curiga",kebiasaan kaum bansos kalau orang normal pasti curiga,"['kebiasaan', 'kaum', 'bansos', 'kalau', 'orang', 'normal', 'pasti', 'curiga']","['kebiasaan', 'kaum', 'bansos', 'orang', 'normal', 'curiga']",biasa kaum bansos orang normal curiga
Nanti yg ikut2an gk lama lg ada tagihan ratusan juta...,Nanti yg ikutan gk lama lg ada tagihan ratusan juta,nanti yg ikutan gk lama lg ada tagihan ratusan juta,nanti yang ikutan tidak lama lagi ada tagihan ratusan juta,"['nanti', 'yang', 'ikutan', 'tidak', 'lama', 'lagi', 'ada', 'tagihan', 'ratusan', 'juta']","['ikutan', 'tagihan', 'ratusan', 'juta']",ikut tagih ratus juta
"Negara kaya, rakyat miskin",Negara kaya rakyat miskin,negara kaya rakyat miskin,negara kayak rakyat miskin,"['negara', 'kayak', 'rakyat', 'miskin']","['negara', 'kayak', 'rakyat', 'miskin']",negara kayak rakyat miskin
Waduh itu pemerintah diam aja kemana para pejabatnya apa masih bobo manis ya🤔🤫🤫🤫🤫🤫🤫😴😴😴😴,Waduh itu pemerintah diam aja kemana para pejabatnya apa masih bobo manis ya,waduh itu pemerintah diam aja kemana para pejabatnya apa masih bobo manis ya,waduh itu pemerintah diam saja kemana para pejabatnya apa masih bobo manis ya,"['waduh', 'itu', 'pemerintah', 'diam', 'saja', 'kemana', 'para', 'pejabatnya', 'apa', 'masih', 'bobo', 'manis', 'ya']","['pemerintah', 'diam', 'kemana', 'pejabatnya', 'bobo', 'manis', 'ya']",perintah diam mana jabat bobo manis ya
Takut di salah gunakan,Takut di salah gunakan,takut di salah gunakan,takut di salah gunakan,"['takut', 'di', 'salah', 'gunakan']","['takut', 'salah']",takut salah
Di jakarta belum lama juga ada ...dapat uang 250,Di jakarta belum lama juga ada dapat uang ,di jakarta belum lama juga ada dapat uang ,di jakarta belum lama juga ada dapat uang,"['di', 'jakarta', 'belum', 'lama', 'juga', 'ada', 'dapat', 'uang']","['jakarta', 'uang']",jakarta uang
Ini akibat dari kegagalan pemerintah menyejahterakan rakyatnya,Ini akibat dari kegagalan pemerintah menyejahterakan rakyatnya,ini akibat dari kegagalan pemerintah menyejahterakan rakyatnya,ini akibat dari kegagalan pemerintah menyejahterakan rakyatnya,"['ini', 'akibat', 'dari', 'kegagalan', 'pemerintah', 'menyejahterakan', 'rakyatnya']","['akibat', 'kegagalan', 'pemerintah', 'menyejahterakan', 'rakyatnya']",akibat gagal perintah sejahtera rakyat
andai dapetnya 30 juta/retina  x 250 juta penduduk .. kita bisa bayar lunas hutang negara 😂😂,andai dapetnya  jutaretina  x  juta penduduk  kita bisa bayar lunas hutang negara ,andai dapetnya  jutaretina  x  juta penduduk  kita bisa bayar lunas hutang negara ,andai dapetnya jutaretina kali juta penduduk kita bisa bayar lunas hutang negara,"['andai', 'dapetnya', 'jutaretina', 'kali', 'juta', 'penduduk', 'kita', 'bisa', 'bayar', 'lunas', 'hutang', 'negara']","['andai', 'dapetnya', 'jutaretina', 'kali', 'juta', 'penduduk', 'bayar', 'lunas', 'hutang', 'negara']",andai dapetnya jutaretina kali juta duduk bayar lunas hutang negara
Miris nya pemerintah tida bisa menjamin rakyat nya,Miris nya pemerintah tida bisa menjamin rakyat nya,miris nya pemerintah tida bisa menjamin rakyat nya,miris ya pemerintah tida bisa menjamin rakyat ya,"['miris', 'ya', 'pemerintah', 'tida', 'bisa', 'menjamin', 'rakyat', 'ya']","['miris', 'ya', 'pemerintah', 'tida', 'menjamin', 'rakyat', 'ya']",miris ya perintah tida jamin rakyat ya
Kok gak yakin gw sama ni orang,Kok gak yakin gw sama ni orang,kok gak yakin gw sama ni orang,kok tidak yakin gue sama nih orang,"['kok', 'tidak', 'yakin', 'gue', 'sama', 'nih', 'orang']","['gue', 'nih', 'orang']",gue nih orang
Negara gagal kasih makan rakyat nya,Negara gagal kasih makan rakyat nya,negara gagal kasih makan rakyat nya,negara gagal kasih makan rakyat ya,"['negara', 'gagal', 'kasih', 'makan', 'rakyat', 'ya']","['negara', 'gagal', 'kasih', 'makan', 'rakyat', 'ya']",negara gagal kasih makan rakyat ya
"Jual data diri cuma untuk mendapatkan sesuap nasi 800k dan itu cuma bisa bertahan 3 hari tapi resiko nya menjual data diri privansi kita bisa jangka panjang, sebab takut disalahgunakan orang yg tidak bertanggung jawab seperti untuk daftar pinjol atau yg lain nya",Jual data diri cuma untuk mendapatkan sesuap nasi k dan itu cuma bisa bertahan  hari tapi resiko nya menjual data diri privansi kita bisa jangka panjang sebab takut disalahgunakan orang yg tidak bertanggung jawab seperti untuk daftar pinjol atau yg lain nya,jual data diri cuma untuk mendapatkan sesuap nasi k dan itu cuma bisa bertahan  hari tapi resiko nya menjual data diri privansi kita bisa jangka panjang sebab takut disalahgunakan orang yg tidak bertanggung jawab seperti untuk daftar pinjol atau yg lain nya,jual data diri cuma untuk mendapatkan sesuap nasi ke dan itu cuma bisa bertahan hari tapi resiko ya menjual data diri privansi kita bisa jangka panjang sebab takut disalahgunakan orang yang tidak bertanggung jawab seperti untuk daftar pinjol atau yang lain ya,"['jual', 'data', 'diri', 'cuma', 'untuk', 'mendapatkan', 'sesuap', 'nasi', 'ke', 'dan', 'itu', 'cuma', 'bisa', 'bertahan', 'hari', 'tapi', 'resiko', 'ya', 'menjual', 'data', 'diri', 'privansi', 'kita', 'bisa', 'jangka', 'panjang', 'sebab', 'takut', 'disalahgunakan', 'orang', 'yang', 'tidak', 'bertanggung', 'jawab', 'seperti', 'untuk', 'daftar', 'pinjol', 'atau', 'yang', 'lain', 'ya']","['jual', 'data', 'sesuap', 'nasi', 'bertahan', 'resiko', 'ya', 'menjual', 'data', 'privansi', 'jangka', 'takut', 'disalahgunakan', 'orang', 'bertanggung', 'daftar', 'pinjol', 'ya']",jual data suap nasi tahan resiko ya jual data privansi jangka takut disalahgunakan orang tanggung daftar pinjol ya
